ticker,company,sector,price,signal,buy_score,quality_score,composite_score,overheat_score,ev_to_sales,ev_to_fcf,net_debt_to_ebitda,current_ratio,revenue_growth,eps_growth,roic,gross_margin,fcf_margin,change_6m,change_1y
PM,Philip Morris International Inc.,Consumer Defensive,163.24,BUY,7,11,18,0,7.333088330938792,27.95155424568642,2.5174941304472314,0.9581547174263578,0.07312952109403875,0.6048565121412802,0.2556036752449219,0.6711769336744735,0.2623499311159221,0.14723926,7.71363
PLTR,Palantir Technologies Inc.,Technology,160.84,AVOID,10,11,21,4,82.12568106061384,174.89085696260162,-0.7019942228641262,7.109823993412619,0.5618339093221548,2.2857142857142856,0.17915135419928033,0.8236651721415028,0.4695824726742317,-10.42548,66.24289
ZTS,Zoetis Inc.,Healthcare,115.23,WATCH,5,11,16,0,6.122750774691032,25.3894356478318,1.7575238561291902,3.0281879194630874,0.022796024200518582,0.10237659963436939,0.21539645948706918,0.704869546846942,0.24115348051124963,-18.66309,-29.3804
VRTX,Vertex Pharmaceuticals Incorporated,Healthcare,451.235,BUY,7,11,18,0,9.420553395800106,35.50892040829106,-0.24955484699159386,2.9009116336890086,0.09568878685311386,8.432692307692307,0.16247187922752243,0.8628306087187666,0.2653010366826156,19.81175,-11.82339
NVO,Novo Nordisk A/S,Healthcare,36.82,WATCH,6,11,17,0,3.7638192825498926,20.70448958319094,0.6502386419499567,0.7996485224495852,0.023388856175728213,0.017203352448169253,0.2952694141131906,0.8097869696891259,0.18178759091968008,-37.31699,-51.12173
MSFT,Microsoft Corporation,Technology,383.0,BUY,9,11,20,0,9.634864578183878,38.01733955975818,0.5171878673877263,1.3860236144763662,0.1493215623240672,0.1551433389544688,0.21118263773925158,0.6858632915702252,0.2534334251095913,-24.92404,-2.56436
KLAC,KLA Corporation,Technology,1511.43,AVOID,10,11,21,4,15.88279356374286,46.22005588465311,0.648072603032967,2.77043856177771,0.23887647752854163,0.4958353748162666,0.36807118420612217,0.618897931141411,0.3436342353929645,41.43094,107.69104
MO,"Altria Group, Inc.",Consumer Defensive,64.39,WATCH,6,11,17,0,6.186007335023438,14.25222276239806,1.9845794392523364,0.6056368800524361,-0.01491880258266484,-0.3715596330275229,0.2822595585864554,0.695589782837463,0.4340380751937243,-1.13619,11.69124
MU,"Micron Technology, Inc.",Technology,404.35,AVOID,15,11,26,4,7.815957354737693,20.594624178265402,-0.04690234511725586,2.89682428651371,0.48851101111066864,9.928571428571429,0.27685371992729485,0.5843699994838177,0.379514444501798,150.04638,317.11368
MRK,"Merck & Co., Inc.",Healthcare,115.67,WATCH,4,11,15,2,4.952247819399793,26.047781795064722,1.3673653691198424,1.5362022099057437,0.01313738935294851,0.076923076923077,0.20833826770420766,0.8150005383704296,0.19012167171709402,45.18639,25.30603
MCO,Moody's Corporation,Financial Services,441.07,WATCH,6,11,17,0,10.775940787768851,29.492450709219856,1.2765355949627346,1.7396846695739685,0.08888261851015801,0.2128975265017668,0.2088597428292729,0.6816532780513086,0.36537963202902307,-7.10404,-5.98529
CDNS,"Cadence Design Systems, Inc.",Technology,292.52,WATCH,5,11,16,0,14.959091686066895,49.93018102471481,-0.27833753821241725,2.855560875709583,0.14123200059294191,0.05141388174807191,0.1411122159508276,0.8636488841572743,0.2996001892855612,-18.05244,9.49654
ANET,"Arista Networks, Inc.",Technology,135.88,BUY,11,11,22,0,18.782300272272007,39.777010996613676,-0.4998854582940922,3.0478936110852786,0.28595907526666764,0.2290748898678414,0.2264182384087966,0.6405609780472368,0.4721898353265155,-4.7392,55.27368
TTD,"The Trade Desk, Inc.",Technology,23.95,BUY,13,11,24,0,3.859361132402762,14.197446622745016,-0.3010933797323011,1.6108416511099062,0.18465611733489964,0.15,0.13381761350359658,0.7862547319254604,0.27183487530918926,-48.90122,-59.63937
INTU,Intuit Inc.,Technology,457.02,BUY,13,11,24,0,6.54882045549426,19.26726369132914,0.6977662969153624,1.3232700135685211,0.15634019035922628,0.3062381852551985,0.1642489982224892,0.812285671686298,0.33989364345708467,-34.22185,-25.4563
ABNB,"Airbnb, Inc.",Consumer Cyclical,132.59,BUY,9,11,20,0,6.126669091904256,16.19796033563715,-1.766116352201258,1.3771704886804894,0.10259412718429112,-0.02147971360381879,0.19163705554746566,0.8295890858589985,0.37823707213462954,7.72668,2.13372
CRM,"Salesforce, Inc.",Technology,195.18,BUY,11,10,21,0,4.641364573245033,13.382354110817943,0.7739882121807465,0.760331914435045,0.09579100145137881,0.21894409937888185,0.08755926406431387,0.7767609873570138,0.34682721252257676,-20.62304,-31.7457
AVGO,Broadcom Inc.,Technology,322.51,WATCH,10,10,20,2,23.153849883746815,54.68476281560652,1.333102083815103,1.9017735334242838,0.23874432853763525,2.866141732283465,0.17642511797786753,0.6709235230368179,0.42340587563340265,-4.95122,68.63268
