ticker,company,sector,price,signal,buy_score,quality_score,composite_score,overheat_score,ev_to_sales,ev_to_fcf,net_debt_to_ebitda,current_ratio,revenue_growth,eps_growth,roic,gross_margin,fcf_margin,change_6m,change_1y
NVAX,"Novavax, Inc.",Healthcare,9.26,BUY,17,8,25,0,1.3502378335509608,-6.054052165063655,0.01660887987049258,2.126918143276443,0.646938703709676,3.2113821138211383,0.6428133198398999,0.9332074742830084,-0.22303042602487452,11.03118,22.48677
NVDA,NVIDIA Corporation,Technology,175.2,BUY,10,12,22,0,19.723452753947893,44.05481133665025,0.005582766063423543,3.905263812455306,0.654735357900948,0.6599326599326597,0.6288038473944232,0.7106808435754708,0.44770258129648327,-1.40132,45.1653
OKTA,"Okta, Inc.",Technology,76.76,BUY,15,8,23,0,4.30004364028777,13.946474873333333,-1.329268292682927,1.3598277212216132,0.11839080459770115,6.882352941176471,0.018784972022382093,0.7735525865022268,0.30832476875642345,-15.8241,-34.23578
PCTY,Paylocity Holding Corporation,Technology,108.31,BUY,13,10,23,0,3.5157940010395388,13.291802573233154,0.033684059485188114,0.06757614492570871,0.13740031300913003,0.10869565217391301,0.18267297522657305,0.6897494687694802,0.2645084428292364,-33.88072,-44.36797
PM,Philip Morris International Inc.,Consumer Defensive,163.87,BUY,7,11,18,0,7.357215179369219,28.043518624437358,2.5174941304472314,0.9581547174263578,0.07312952109403875,0.6048565121412802,0.2556036752449219,0.6711769336744735,0.2623499311159221,-0.07926829,7.66047
QCOM,QUALCOMM Incorporated,Technology,128.67,BUY,11,10,21,0,3.2326069325116453,11.22059223588117,0.5542045868219876,2.505396049684382,0.1365946306657769,-0.4433443344334434,0.12011719371818702,0.5510063075311477,0.28809592796487393,-24.16902,-19.65657
SAP,SAP SE,Technology,171.0,BUY,10,10,20,0,4.740411608288043,20.849425981235807,-0.011313591495823842,1.1742608695652175,0.07677902621722846,1.253731343283582,0.12895078097870386,0.7328260869565217,0.2273641304347826,-34.85962,-38.9787
TEAM,Atlassian Corporation,Technology,68.17,BUY,13,7,20,0,3.154043521550964,14.32656710897938,20.34895336635889,0.8905159327696256,0.19655403348274664,0.1551724137931034,-0.06011730679119068,0.8351168625718932,0.22015347414064898,-58.02857,-71.14131
TTD,"The Trade Desk, Inc.",Technology,22.34,BUY,13,11,24,0,3.594772885186674,13.2241048213476,-0.3010933797323011,1.6108416511099062,0.18465611733489964,0.15,0.13381761350359658,0.7862547319254604,0.2718348753091893,-52.22412,-63.96774
TWLO,Twilio Inc.,Communication Services,122.79,BUY,14,5,19,0,3.7633922894604934,18.46094695872556,1.685272602923029,4.032351455680219,0.13664851517574106,1.3333333333333333,0.011222603141693344,0.4900256945623044,0.20385694720181877,21.17833,15.95996
UBS,UBS Group AG,Financial Services,36.99,BUY,11,7,18,0,4.556773861046448,13.519922237514843,13.560579392588762,0.2621959727960492,-0.20430366167221767,0.22641509433962256,0.00977154021077189,0.6946557460489319,0.3370414253125208,-8.62154,9.86041
V,Visa Inc.,Financial Services,303.76,BUY,6,12,18,0,14.304614150201735,25.8235469422104,0.2415271769794997,1.1113333968435426,0.1133997661860491,0.04928131416837787,0.307933324782277,0.8107801212824044,0.5539368461742891,-9.30642,-11.85654
VEEV,Veeva Systems Inc.,Healthcare,179.13,BUY,13,10,23,0,8.80050414059852,20.23512440705774,-1.3859902851197106,4.885373499745885,0.1633615729010831,0.2585034013605441,0.09480924483793825,0.7552604425672493,0.4349122824038098,-36.009,-25.55172
VRTX,Vertex Pharmaceuticals Incorporated,Healthcare,448.62,BUY,7,11,18,0,9.365379120148857,35.30095184419813,-0.24955484699159386,2.9009116336890086,0.09568878685311386,8.432692307692307,0.16247187922752243,0.8628306087187666,0.2653010366826157,17.47977,-11.8694
WDAY,"Workday, Inc.",Technology,129.29,BUY,15,8,23,0,3.83108043760469,13.177702679150162,1.6077616077616077,1.321574161179053,0.1309495619228037,0.3131313131313132,0.04936545217849099,0.7570142378559463,0.29072445561139026,-46.73944,-48.86287
ZS,"Zscaler, Inc.",Technology,139.41,BUY,15,8,23,0,7.68961115722348,24.453284024044834,4.804811840009381,1.9012505948399079,0.23311687443000206,0.30769230769230765,-0.03187314485668735,0.7655970781604087,0.31446128665836093,-51.36747,-35.37756
